"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
30,"OFFERTA SU QUANTITATIVO 30€","10127",3,0,11,44,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","14010",5,10,30,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10061",2,15,15,29,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",5,1,24,25,"1"
49,"ABBONAMENTI MUSEI TORINO","10020",0,6,0,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10098",2,7,11,51,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10142",0,9,0,21,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",5,4,29,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10088",6,4,42,64,"0"
49,"ABBONAMENTI MUSEI TORINO","10098",0,5,0,63,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10024",0,3,0,63,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10129",0,1,0,74,"1"
44,"ABBONAMENTI MUSEI TORINO","12042",0,2,0,32,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",1,6,2,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",3,21,76,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",2,8,23,30,"0"
44,"ABBONAMENTI MUSEI TORINO","10077",2,5,19,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10077",2,3,21,23,"0"
49,"ABBONAMENTI MUSEI TORINO","10136",1,0,11,36,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",0,25,0,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",4,2,15,37,"0"
49,"ABBONAMENTI MUSEI TORINO","10136",0,10,0,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",5,3,11,82,"1"
44,"ABBONAMENTI MUSEI TORINO","10048",1,0,4,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",4,3,26,64,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10147",0,1,0,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10122",8,3,14,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10136",5,2,22,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",0,8,0,42,"0"
49,"ABBONAMENTI MUSEI TORINO","10153",0,9,0,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",2,2,8,80,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",4,6,33,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",1,4,9,84,"0"
44,"ABBONAMENTI MUSEI TORINO","10128",5,0,8,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",4,5,24,68,"0"
49,"ABBONAMENTI MUSEI TORINO","10143",0,1,0,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",5,7,26,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",4,6,11,31,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",1,1,10,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10026",1,0,3,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,12,62,77,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10123",0,1,0,91,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,4,3,27,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",2,9,8,72,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10123",3,5,24,54,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10023",2,11,31,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",6,3,35,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",2,2,7,34,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",2,0,5,86,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",0,5,0,59,"1"
44,"ABBONAMENTI MUSEI TORINO","10129",5,10,65,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",2,7,12,75,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",7,21,72,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",8,9,63,68,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10022",0,4,0,16,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",0,6,0,39,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",7,4,66,66,"0"
49,"ABBONAMENTI MUSEI TORINO","10138",0,3,0,64,"1"
49,"ABBONAMENTI MUSEI TORINO","10100",0,1,0,39,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",3,1,10,33,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10149",0,12,0,35,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",2,5,23,78,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",3,4,31,42,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10064",0,0,0,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",1,0,4,76,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10041",7,3,33,70,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",7,1,60,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",7,3,74,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",8,15,113,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",3,2,6,72,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,25,91,82,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10149",7,9,39,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",7,3,20,45,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10092",1,6,15,71,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10126",0,6,0,24,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10122",0,4,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,42,230,76,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10151",4,1,16,25,"0"
44,"ABBONAMENTI MUSEI TORINO","21013",8,47,279,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",1,1,2,41,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10139",0,0,0,34,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10072",1,0,4,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10129",2,3,21,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10131",1,8,9,59,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",5,0,22,57,"1"
44,"ABBONAMENTI MUSEI TORINO","10090",1,2,3,60,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10100",1,9,1,26,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10128",1,11,11,27,"0"
28,"OFFERTA CONVENZIONE 28€","10142",2,4,3,18,"1"
44,"ABBONAMENTI MUSEI TORINO","10131",4,3,24,36,"0"
44,"ABBONAMENTI MUSEI TORINO","10064",1,7,5,58,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",2,2,4,75,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",2,8,16,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",1,6,18,59,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10023",3,10,30,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10020",2,0,8,74,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10020",2,14,14,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",4,4,23,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",0,11,0,63,"0"
49,"ABBONAMENTI MUSEI TORINO","10128",1,2,0,52,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",5,7,47,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",1,3,2,59,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10137",1,2,1,21,"1"
44,"ABBONAMENTI MUSEI TORINO","12084",6,4,24,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10126",1,0,4,69,"1"
44,"ABBONAMENTI MUSEI TORINO","10085",0,2,0,61,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",2,9,15,80,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",1,18,21,60,"0"
49,"ABBONAMENTI MUSEI TORINO","10154",0,13,0,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10023",3,4,16,56,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",1,0,0,16,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",1,1,7,81,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10152",0,11,0,22,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10042",1,1,4,28,"1"
44,"ABBONAMENTI MUSEI TORINO","10146",5,7,29,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","12038",7,0,21,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",1,2,4,35,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","15030",2,1,4,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",4,4,13,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",2,5,14,39,"0"
30,"OFFERTA SU QUANTITATIVO 30€","15039",4,2,32,46,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10126",1,4,1,57,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10090",0,3,0,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",1,9,9,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10064",4,11,71,38,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",5,2,32,69,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10020",0,7,0,44,"1"
49,"ABBONAMENTI MUSEI TORINO","10124",0,5,0,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10123",0,2,0,75,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",1,0,2,68,"1"
44,"ABBONAMENTI MUSEI TORINO","10144",8,4,35,44,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10036",2,9,23,66,"0"
44,"ABBONAMENTI MUSEI TORINO","13814",0,1,0,44,"1"
44,"ABBONAMENTI MUSEI TORINO","10136",1,3,3,50,"1"
49,"ABBONAMENTI MUSEI TORINO","10152",0,5,0,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",1,7,13,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10137",5,17,104,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10129",5,10,35,45,"1"
28,"OFFERTA CONVENZIONE 28€","10123",1,0,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10036",3,2,6,73,"0"
49,"ABBONAMENTI MUSEI TORINO","10123",0,1,0,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",5,11,55,43,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",1,15,30,52,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",0,3,0,15,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",0,4,0,48,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10034",4,4,17,28,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",2,8,17,66,"0"
49,"ABBONAMENTI MUSEI TORINO","10134",0,8,0,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",8,3,47,72,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,5,47,59,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","15033",1,6,1,65,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10127",1,0,3,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",2,9,8,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",1,4,8,34,"0"
49,"ABBONAMENTI MUSEI TORINO","10141",0,6,0,44,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","47030",0,1,0,23,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",0,0,0,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",1,20,13,77,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10070",6,9,38,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10016",5,0,20,55,"1"
44,"ABBONAMENTI MUSEI TORINO","12062",1,9,7,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10024",1,2,2,40,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",0,0,0,79,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",2,3,8,76,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10020",0,3,0,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",5,6,76,56,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",4,19,61,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,8,47,78,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",1,4,5,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",1,12,2,62,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10141",2,4,2,19,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",3,4,8,27,"0"
44,"ABBONAMENTI MUSEI TORINO","28100",0,6,0,39,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10093",0,12,0,24,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10139",2,3,13,26,"0"
49,"ABBONAMENTI MUSEI TORINO","12100",0,12,0,40,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","12035",0,0,0,70,"0"
49,"ABBONAMENTI MUSEI TORINO","10095",0,3,0,64,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",3,0,5,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",6,16,59,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",2,1,1,69,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,9,71,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",8,23,104,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",6,8,23,69,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10151",1,8,20,8,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",4,9,37,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",3,1,19,64,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10040",0,5,0,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",5,8,26,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",2,5,12,40,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","12048",1,5,4,29,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",5,1,23,76,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10098",1,24,8,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10044",7,3,40,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10088",5,10,55,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",2,10,31,46,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10044",1,3,3,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10143",0,2,0,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10153",2,5,14,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10010",1,4,11,45,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",5,5,63,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",5,6,29,57,"0"
44,"ABBONAMENTI MUSEI TORINO","12037",7,5,23,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",8,9,111,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10123",2,2,9,71,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10135",2,7,55,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",5,1,28,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","13900",3,9,31,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",4,7,13,65,"0"
49,"ABBONAMENTI MUSEI TORINO","10137",0,8,0,49,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10126",0,10,0,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10148",3,16,46,62,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",2,2,1,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10090",1,1,0,40,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10137",4,2,13,28,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","12045",0,6,0,66,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,9,28,71,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10128",6,2,6,63,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10010",0,0,0,22,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","12035",4,0,13,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10154",7,10,82,60,"1"
44,"ABBONAMENTI MUSEI TORINO","10151",2,0,5,39,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10132",0,5,0,24,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",1,20,33,9,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",1,19,34,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",8,9,72,64,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10023",1,3,2,59,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",8,14,151,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10099",5,5,41,40,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10126",0,8,0,54,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10040",5,2,6,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",3,5,27,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",2,4,19,9,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",2,4,18,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",1,1,1,62,"1"
49,"ABBONAMENTI MUSEI TORINO","10141",0,8,0,44,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",0,6,0,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",8,10,144,60,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10078",2,4,26,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",1,0,4,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10026",2,12,16,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",8,12,53,77,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10078",6,29,79,34,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10023",1,11,21,50,"0"
49,"ABBONAMENTI MUSEI TORINO","10145",4,6,32,43,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",2,5,5,45,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",8,0,56,48,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10024",6,10,21,35,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",2,6,16,61,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",0,3,0,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",5,4,17,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",7,0,21,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",4,20,50,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",2,4,12,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",3,16,47,72,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10133",0,14,0,75,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,10,13,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10092",0,4,0,75,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,8,82,87,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",3,6,10,75,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,0,43,75,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",0,6,0,70,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,4,171,83,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10141",5,16,46,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",2,11,12,52,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",8,6,98,79,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",0,7,0,66,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",7,1,35,47,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10122",3,1,5,27,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10148",0,0,0,45,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10137",8,24,91,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10098",3,6,21,56,"0"
49,"ABBONAMENTI MUSEI TORINO","10099",0,18,0,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",1,0,6,34,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10141",2,1,6,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,14,117,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",4,12,39,39,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10094",1,0,4,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",6,7,46,76,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",6,11,43,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",3,9,101,30,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10041",4,2,22,64,"1"
44,"ABBONAMENTI MUSEI TORINO","10060",1,3,4,57,"1"
28,"OFFERTA CONVENZIONE 28€","10137",1,0,3,16,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",0,4,0,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",2,7,12,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",5,0,41,61,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",1,3,3,75,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",5,2,18,73,"0"
49,"ABBONAMENTI MUSEI TORINO","10146",1,8,4,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",5,6,47,60,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10138",0,5,0,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10134",5,14,44,68,"0"
44,"ABBONAMENTI MUSEI TORINO","12051",3,6,14,53,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10153",1,1,2,48,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",2,0,2,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",1,0,4,34,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10050",5,1,23,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",1,1,10,76,"0"
49,"ABBONAMENTI MUSEI TORINO","10060",2,13,13,55,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10036",2,8,8,23,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",1,1,6,67,"0"
49,"ABBONAMENTI MUSEI TORINO","10094",0,21,0,49,"0"
30,"OFFERTA SU QUANTITATIVO 30€","58100",1,8,13,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10152",4,1,11,55,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10138",0,0,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10015",2,0,1,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10050",4,0,12,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10090",0,17,0,67,"0"
44,"ABBONAMENTI MUSEI TORINO","13100",1,13,8,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",8,26,179,51,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10133",1,8,2,76,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",4,9,58,65,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",0,4,0,63,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",0,1,0,75,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",2,10,11,70,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",0,0,0,71,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",8,1,51,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",2,3,15,50,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10146",0,1,0,54,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10138",2,8,16,48,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",0,5,0,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10151",0,9,0,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",5,5,27,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10143",2,5,10,40,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10022",7,3,61,66,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",7,8,88,52,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",1,3,2,87,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10040",1,8,9,30,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",6,5,53,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",1,0,0,62,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",6,2,27,76,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",7,24,140,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10064",6,21,94,73,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",2,2,11,45,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10080",1,14,14,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",2,23,51,44,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10024",0,10,0,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",3,5,26,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10132",1,2,11,37,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",3,0,14,72,"0"
44,"ABBONAMENTI MUSEI TORINO","13811",0,3,0,40,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",1,8,5,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10043",8,21,85,65,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","12020",0,0,0,66,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10134",0,5,0,22,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",8,7,77,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10088",3,6,23,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",8,5,67,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",1,7,9,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",0,6,0,41,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10152",4,4,34,34,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10036",1,9,7,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",5,12,42,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10050",6,7,50,40,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",3,2,12,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",3,6,24,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",0,0,0,35,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",7,2,15,91,"0"
44,"ABBONAMENTI MUSEI TORINO","10156",1,0,6,49,"0"
